Latitude,Longitude,UTC,Parameter,AQI,Category
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T16:00,PM2.5,53.0,2.0
34.066429,-118.226755,2024-04-16T16:00,PM10,17.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T17:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T17:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T18:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T18:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T18:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T18:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T18:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T18:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T18:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T18:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T18:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T18:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T18:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T18:00,PM10,19.0,1.0
34.066429,-118.226755,2024-04-16T18:00,PM2.5,55.0,2.0
34.066429,-118.226755,2024-04-16T18:00,PM10,19.0,1.0
